eventID,year,locality,verbatimLocality,recordedBy,georeferenceSources,decimalLatitude,decimalLongitude,lat,long,uncertainty,n
"UWBM,Bosque Estatal de Guanica, E of PR 333, approx 0.5km N of gate along trail,2011",2011,"Bosque Estatal de Guanica, E of PR 333, approx 0.5km N of gate along trail","Bosque Estatal de Guanica, E of PR 333, approx 0.5km N of gate along trail",Collector(s): M. T. McElroy,unknown,17.95,-66.85,17.95,-66.85,500,6
"UWBM,Student's house, 0.2 km SW of PR144, 9.3 km W of PR149/PR144, Jayuya,2011",2011,"Student's house, 0.2 km SW of PR144, 9.3 km W of PR149/PR144, Jayuya","Student's house, 0.2 km SW of PR144, 9.3 km W of PR149/PR144, Jayuya",Collector(s): M. T. McElroy,unknown,18.21,-66.57,18.21,-66.57,500,5
"UWBM,Bosque Estatal de Rio Abajo, 1.1mi S of PR621/PR10 along PR621,2011",2011,"Bosque Estatal de Rio Abajo, 1.1mi S of PR621/PR10 along PR621","Bosque Estatal de Rio Abajo, 1.1mi S of PR621/PR10 along PR621",Collector(s): M. T. McElroy,unknown,18.32,-66.69,18.32,-66.69,500,5
"UWBM,Just outside El Yunque National Park, 0.1km of PR958/956 on PR956,2011",2011,"Just outside El Yunque National Park, 0.1km of PR958/956 on PR956","Just outside El Yunque National Park, 0.1km of PR958/956 on PR956",Collector(s): M. T. McElroy,unknown,18.33,-65.86,18.33,-65.86,500,5
"UWBM,2 km NW of Villalba along PR149,2012",2012,2 km NW of Villalba along PR149,"2 km (as crow flies) NW of Villalba along PR149, Villalba, Puerto Rico",Collector(s): M. T. McElroy,GeoLocate,18.14194,-66.50594,18.14194,-66.50594,500,4
"UWBM,0.3km S Palmer on PR 191, Palmer,2011",2011,"0.3km S Palmer on PR 191, Palmer","0.3km S Palmer on PR 191, Palmer",Collector(s): M. T. McElroy,unknown,18.37,-65.77,18.365875,-65.770653,500,4
"UWBM,0.8km S of PR52 on PR10, Ponce,2011",2011,"0.8km S of PR52 on PR10, Ponce","0.8km S of PR52 on PR10, Ponce",Collector(s): M. T. McElroy,unknown,18.02,-66.57,18.02,-66.57,500,4
"UWBM,PR116 0.4km S of PR-2/PR-116, W of Palomas,2011",2011,"PR116 0.4km S of PR-2/PR-116, W of Palomas","PR116 0.4km S of PR-2/PR-116, W of Palomas",Collector(s): M. T. McElroy,unknown,18.01,-66.89,18.01,-66.89,500,4
"UWBM,El Yunque National Park, Big Tree Trail, PR191 km10.2,2011",2011,"El Yunque National Park, Big Tree Trail, PR191 km10.2","El Yunque National Park, Big Tree Trail, PR191 km10.2",Collector(s): M. T. McElroy,unknown,18.31,-65.78,18.308646,-65.775064,500,4
"UWBM,La Piedra Escrito, PR 144 ca. km8 located ca. 10.3 km W of PR 149/PR144, Jayuya,2011",2011,"La Piedra Escrito, PR 144 ca. km8 located ca. 10.3 km W of PR 149/PR144, Jayuya","La Piedra Escrito, PR 144 ca. km8 located ca. 10.3 km W of PR 149/PR144, Jayuya",Collector(s): M. T. McElroy,unknown,18.22,-66.57,18.22,-66.57,500,4
"UWBM,El Yungue National Park, Parking lot of Big Tree Trail, PR191 km10.2,2011",2011,"El Yungue National Park, Parking lot of Big Tree Trail, PR191 km10.2","El Yungue National Park, Parking lot of Big Tree Trail, PR191 km10.2",Collector(s): M. T. McElroy,unknown,18.31,-65.78,18.308646,-65.775064,500,4
"UWBM,Just outside Bosque Estatal de Guajataca, PR446 km6.7,2011",2011,"Just outside Bosque Estatal de Guajataca, PR446 km6.7","Just outside Bosque Estatal de Guajataca, PR446 km6.7",Collector(s): M. T. McElroy,unknown,18.44,-66.97,18.44,-66.97,500,3
"UWBM,Rio Piedras, University Tower at UPR,2011",2011,"Rio Piedras, University Tower at UPR","Rio Piedras, University Tower at UPR",Collector(s): M. T. McElroy,unknown,18.4,-66.05,18.4,-66.05,500,3
"UWBM,0.1km S of PR2 km220 along dirt road E of Ponce Water Park, Ponce,2011",2011,"0.1km S of PR2 km220 along dirt road E of Ponce Water Park, Ponce","0.1km S of PR2 km220 along dirt road E of Ponce Water Park, Ponce",Collector(s): M. T. McElroy,unknown,17.97,-66.67,17.97,-66.67,500,3
"UWBM,Bosque Estatal de Carite,Parking lot at Charco Azul, PR184 km 17.6, 6.6km SE from PR 184/PR 179, Patillas,2011",2011,"Bosque Estatal de Carite,Parking lot at Charco Azul, PR184 km 17.6, 6.6km SE from PR 184/PR 179, Patillas","Bosque Estatal de Carite,Parking lot at Charco Azul, PR184 km 17.6, 6.6km SE from PR 184/PR 179, Patillas",Collector(s): M. T. McElroy,unknown,18.09,-66.04,18.09,-66.04,500,3
"UWBM,Just outside Cabo Rojo National Wildlife Refuge, PR301 km13,2011",2011,"Just outside Cabo Rojo National Wildlife Refuge, PR301 km13","Just outside Cabo Rojo National Wildlife Refuge, PR301 km13",Collector(s): M. T. McElroy,GeoLocate,18.08861,-67.14611,18.08861,-67.14611,500,2
"UWBM,Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR636,2011",2011,"Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR636","Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR636",Collector(s): M. T. McElroy,unknown,18.41,-66.73,18.41,-66.73,500,2
"UWBM,Ash's house, 0.4 km up hill on Camino las Caiseas, PR2 km151, Mayaguez,2011",2011,"Ash's house, 0.4 km up hill on Camino las Caiseas, PR2 km151, Mayaguez","Ash's house, 0.4 km up hill on Camino las Caiseas, PR2 km151, Mayaguez",Collector(s): M. T. McElroy,unknown,18.22,-67.16,18.22,-67.16,500,2
"UWBM,Just outside El Yunque National Park, Church off PR184 0.4 km SW of PR184/PR956,2011",2011,"Just outside El Yunque National Park, Church off PR184 0.4 km SW of PR184/PR956","Just outside El Yunque National Park, Church off PR184 0.4 km SW of PR184/PR956",Collector(s): M. T. McElroy,unknown,18.3,-65.85,18.3,-65.85,500,2
"UWBM,Bosque Estatal de Maricao, PR120 km17.4,2011",2011,"Bosque Estatal de Maricao, PR120 km17.4","Bosque Estatal de Maricao, PR120 km17.4",Collector(s): M. T. McElroy,unknown,18.16,-67,18.16,-67,500,2
"UWBM,0.3 km E along road from PR127/PR2, Municipo de Guayanilla,2012",2012,"0.3 km E along road from PR127/PR2, Municipo de Guayanilla","0.3 km E along road from PR127/PR2, between Yauco and Guayanilla",Collector(s): M. T. McElroy,GeoLocate,18.02111,-66.78937,18.02111,-66.78937,30,1
"UWBM,Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR637,2011",2011,"Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR637","Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR637",Collector(s): M. T. McElroy,unknown,18.41,-66.73,18.41,-66.73,500,1
"UWBM,Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0 mi W of PR129/PR640,2011",2011,"Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0 mi W of PR129/PR640","Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0 mi W of PR129/PR640",Collector(s): M. T. McElroy,unknown,17.97,-66.67,17.97,-66.67,500,1
"UWBM,Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR635,2011",2011,"Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR635","Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR635",Collector(s): M. T. McElroy,unknown,18.41,-66.73,18.41,-66.73,500,1
"UWBM,Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR638,2011",2011,"Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR638","Mata de Platano Field Station, along trail to cueva de los culebrones, 2.0mi W of PR129/PR638",Collector(s): M. T. McElroy,unknown,18.41,-66.73,18.41,-66.73,500,1
"UWBM,Bosque Estatal de Guajataca, 0.7 km S of Visitor's Center, PR 446,2011",2011,"Bosque Estatal de Guajataca, 0.7 km S of Visitor's Center, PR 446","Bosque Estatal de Guajataca, 0.7 km S of Visitor's Center, PR 446",Collector(s): M. T. McElroy,unknown,18.41,-66.97,18.41,-66.97,500,1
"MVZ,no specific locality recorded,1932",1932,no specific locality recorded,no specific locality recorded,"Collector(s): P. Leach, Wallace F. Wood","USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.38043,-66.00508,NA,NA,NA,15
"MVZ,Bosque Nacional del Caribe (El Verde), km 22 on Rd. 186, Ranger Station,1972",1972,"Bosque Nacional del Caribe (El Verde), km 22 on Rd. 186, Ranger Station",Ranger Station at km Post 22 on Rte. 186,Collector(s): Paul Licht,"USGS Puerto Rico. 1967. 1:20,000",18.33454382,-65.79142977,18.3397632,-65.8251185,500,75
"MVZ,Hacienda Roses, km 34.2 on Rd. 140,1972",1972,"Hacienda Roses, km 34.2 on Rd. 140",Hacienda Roses,Collector(s): Paul Licht,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.25054,-66.62534,18.2975505,-66.6241554,1000,64
"MVZ,Bosque Nacional del Caribe (El Yunque),1972",1972,Bosque Nacional del Caribe (El Yunque),El Yunque,Collector(s): Paul Licht,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.30325,-65.78863,18.321054,-65.819733,7500,54
"MVZ,Bosque Nacional del Caribe (El Verde), El Verde Field Station, km 22.3 on Rd. 186,1972",1972,"Bosque Nacional del Caribe (El Verde), El Verde Field Station, km 22.3 on Rd. 186",El Verde Field Station,Collector(s): Paul Licht,"USGS Puerto Rico. 1967. 1:20,000",18.29291573,-66.79149179,18.321249,-65.8198151,500,39
"MVZ,Río Piedras,1972",1972,Río Piedras,Rio Padras,Collector(s): Paul Licht,Alexandria Digital Library Gazetteer,18.3994,-66.0503,18.389479,-66.040406,500,39
"MVZ,no specific locality recorded,1972",1972,no specific locality recorded,Guanica,Collector(s): Paul Licht,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.0071,-66.87818,NA,NA,NA,32
"MVZ,Hacienda Roses, km 34.2 on Rd. 140,1972",1972,"Hacienda Roses, km 34.2 on Rd. 140","Hacienda Roses, Utuado",Collector(s): Paul Licht,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.25054,-66.62534,18.2975505,-66.6241554,1000,28
"MVZ,University of Puerto Rico, Río Piedras campus,1972",1972,"University of Puerto Rico, Río Piedras campus","University of Puerto Rico Campus, San Juan",Collector(s): Paul Licht,Alexandria Digital Library Gazetteer,18.3994,-66.0503,18.402789,-66.049805,1000,22
"MVZ,no specific locality recorded,1972",1972,no specific locality recorded,Rio Grande,Collector(s): Paul Licht,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.2563,-65.75356,NA,NA,NA,21
"MVZ,University of Puerto Rico, Río Piedras campus,1972",1972,"University of Puerto Rico, Río Piedras campus",University of Puerto Rico Campus,Collector(s): Paul Licht,Alexandria Digital Library Gazetteer,18.3994,-66.0503,18.402789,-66.049805,1000,19
"MVZ,Bosque Nacional del Caribe (El Verde),1972",1972,Bosque Nacional del Caribe (El Verde),El Verde,Collector(s): Paul Licht,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.30325,-65.78863,18.321249,-65.8198151,500,11
"MVZ,Bosque Nacional del Caribe (El Verde), km 19.4 on Rd. 186, ca. 3 km N of El Verde Field Station,1972",1972,"Bosque Nacional del Caribe (El Verde), km 19.4 on Rd. 186, ca. 3 km N of El Verde Field Station","El Verde Field Station, km Post 19.4 on Rte. 186 in El Yunque Nat'l Forest",Collector(s): Paul Licht,"USGS Puerto Rico. 1967. 1:20,000",18.28423632,-65.79154977,18.321249,-65.8198151,500,6
"MVZ,Isla Monito,1993",1993,Isla Monito,Monito Island,"Collector(s): Richard Thomas, Manuel Leal",Alexandria Digital Library Gazetteer,18.1633,-67.95,18.1633,-67.95,500,6
"MVZ,vicinity of Playa de Pájaros, Isla Mona,1993",1993,"vicinity of Playa de Pájaros, Isla Mona","Mona Island, vicinity of Playa de Pajaros","Collector(s): Richard Thomas, Manuel Leal",Alexandria Digital Library Gazetteer,18.0833,-67.8917,18.0833,-67.8917,500,3
"MVZ,vicinity of Playa Sardinera, Isla Mona,1994",1994,"vicinity of Playa Sardinera, Isla Mona","Mona Id., vicinity Playa Sardinera","Collector(s): Richard Thomas, Manuel Leal",Alexandria Digital Library Gazetteer,18.0833,-67.8917,18.0833,-67.8917,1000,2
"MVZ,vicinity of Playa de Pájaros, Isla Mona,1993",1993,"vicinity of Playa de Pájaros, Isla Mona","Mona Id., vicinity Playa de Pajaros","Collector(s): Richard Thomas, Manuel Leal",Alexandria Digital Library Gazetteer,18.0833,-67.8917,18.0833,-67.8917,500,2
"MVZ,Isla Culebrita,1994",1994,Isla Culebrita,"Culebrita Id., E Culebra Island","Collector(s): Richard Thomas, Manuel Leal, Miguel A. García",Alexandria Digital Library Gazetteer,18.3167,-65.2292,18.3167,-65.2292,1000,2
"MVZ,along Rd. 977 outside Ceiba County Inn,2001",2001,along Rd. 977 outside Ceiba County Inn,"Puerto Rico; Ceiba area; Along Rd. 977 outside Ceiba County Inn, elev 554: N 18°16.331, W 65°40.741",Collector(s): Steven J. Poe,unknown,18.27218,-65.67902,18.27218,-65.67902,500,3
"MVZ,Playa Caña Gorda,1968",1968,Playa Caña Gorda,"Playa Cana Gorda, E Guanica",Collector(s): T. Preston Webster,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.0071,-66.87818,18.0071,-66.87818,500,5
"MVZ,1.5 mi N La Parguera,1968",1968,1.5 mi N La Parguera,1.5 mi N La Parguera,Collector(s): T. Preston Webster,Alexandria Digital Library Gazetteer,17.99871,-67.0469,17.99871,-67.0469,1120,2
"MVZ,1.9 mi E Playa Caña Gorda,1968",1968,1.9 mi E Playa Caña Gorda,"1.9 mi E Playa Cana Gorda, near Guanica",Collector(s): T. Preston Webster,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.0071,-66.87818,18.0071,-66.87818,1500,2
"MVZ,1.4 mi E Playa Caña Gorda,1968",1968,1.4 mi E Playa Caña Gorda,"1.4 mi E Plalya Cana Gorda, near Guanica",Collector(s): T. Preston Webster,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.0071,-66.87818,18.0071,-66.87818,1120,2
"MVZ,2 mi from junction of Rd. 119 and Rd. 113,1968",1968,2 mi from junction of Rd. 119 and Rd. 113,2 mi from jct. Rtes. 119 and 113,Collector(s): T. Preston Webster,"USGS Puerto Rico. 1949. 1:30,000",18.37639158,-66.87467365,NA,NA,NA,1
"MVZ,S of Ensenada,1968",1968,S of Ensenada,"Salinas, S of Ensenada",Collector(s): T. Preston Webster,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.00478,-66.31212,NA,NA,NA,1
"MVZ,Boquillas, Rd. 685,1968",1968,"Boquillas, Rd. 685","Boquillas, Rte. 685",Collector(s): T. Preston Webster,Alexandria Digital Library Gazetteer,18.4644,-66.4886,NA,NA,NA,1
"MVZ,no specific locality recorded,1972",1972,no specific locality recorded,Rio Grande,Collector(s): unknown,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.2563,-65.75356,NA,NA,NA,15
"MVZ,Bosque Nacional del Caribe (El Yunque), near Ranger Station,1972",1972,"Bosque Nacional del Caribe (El Yunque), near Ranger Station",Ranger house and El Yunque,Collector(s): unknown,"USGS. Puerto Rico e islas limitrofes. 1971. 1:120,000",18.30325,-65.78863,18.340107,-65.825021,500,14
"MCZ,La Parguera;Puerto Rico,1966",1966,La Parguera;Puerto Rico,La Parguera;Puerto Rico,D. N. Norton,,NA,NA,17.9752966,-67.0473991,500,5
"MCZ,El Yunque,Puerto Rico,1966",1966,"El Yunque,Puerto Rico","El Yunque,Puerto Rico",D. N. Norton,,NA,NA,NA,NA,NA,2
"MCZ,Pta.La Brea,Puerto Rico,1966",1966,"Pta.La Brea,Puerto Rico","Pta.La Brea,Puerto Rico",D. N. Norton,,NA,NA,NA,NA,NA,2
"MCZ,El Yunque: Puerto Rico,1966",1966,El Yunque: Puerto Rico,"El Yunque, Puerto Rico",D. N. Norton,,NA,NA,NA,NA,NA,1
"MCZ,Puerto Rico:Pta.La Brea,1966",1966,Puerto Rico:Pta.La Brea,Puerto Rico: Pta. La Brea.,D. N. Norton,,NA,NA,NA,NA,NA,1
"LACM,San Juan Airport,1962",1962,San Juan Airport,Puerto Rico | - | - | San Juan Airport,D.R. Paulson,,18.43981,-66.00062,NA,NA,NA,4
"LACM,2 mi. S Cruce Magueyes,1963",1963,2 mi. S Cruce Magueyes,Puerto Rico | - | - | 2 mi. S Cruce Magueyes,D.R. Paulson,,18.3937,-66.5807,18.3937,-66.5807,1600,3
"LACM,San Juan Airport,1961",1961,San Juan Airport,Puerto Rico | - | - | San Juan Airport,D.R. Paulson,,18.43981,-66.00062,NA,NA,NA,1
"KU,No locality data,1961",1961,No locality data,,DC Leber,,NA,NA,NA,NA,NA,3
"KU,No locality data,1962",1962,No locality data,,DC Leber,,NA,NA,NA,NA,NA,2
"KU,Area Recreativa La Mina, 11.8 km S Palmer,1961",1961,"Area Recreativa La Mina, 11.8 km S Palmer",,DC Leber,Google Earth; Tele Atlas 2007,18.29872,-65.78565,NA,NA,NA,2
"KU,6 mi SW Yauco,1961",1961,6 mi SW Yauco,,DC Leber,Google Earth; Tele Atlas 2007,17.9766,-66.91,17.9766,-66.91,3000,2
"KU,3.5 mi S El Verde,1961",1961,3.5 mi S El Verde,,DC Leber,Alexandria Digital Library Gazetteer,18.28967,-65.82583,18.307773,-65.827708,2000,2
"KU,2 mi SW Yabucoa,1961",1961,2 mi SW Yabucoa,,DC Leber,Google Earth; Tele Atlas 2007,18.0383,-65.9002,18.0371573,-65.90236,804,2
"KU,Cayo Hicacos,1962",1962,Cayo Hicacos,,DC Leber,Google Earth; Tele Atlas 2007,18.3864,-65.5885,NA,NA,NA,1
"KU,8.4 km SE Guanica,1962",1962,8.4 km SE Guanica,,DC Leber,Google Earth; Tele Atlas 2007,17.9508,-66.8448,17.9508,-66.8448,2200,1
"KU,3.5 mi SW Aguas Buenas,1961",1961,3.5 mi SW Aguas Buenas,,DC Leber,BioGeomancer 1.1.4,18.2229,-66.141,18.220571,-66.159655,2000,1
"KU,8.3 km S Palmer,1961",1961,8.3 km S Palmer,,DC Leber,Google Earth; Tele Atlas 2007,18.31459,-65.77134,18.3190756,-65.7709461,100,1
"KU,4 mi SE Rosario,1961",1961,4 mi SE Rosario,,DC Leber,BioGeomancer 1.1.4,18.12332,-67.03642,NA,NA,NA,1
"KU,Cabezas de San Juan,1961",1961,Cabezas de San Juan,,DC Leber,BioGeomancer 1.1.4,18.38287,-65.61996,NA,NA,NA,1
"KU,No locality data,1961",1961,No locality data,,"DC Leber, A Schwartz",,NA,NA,NA,NA,NA,11
"KU,10 mi N Villalba,1961",1961,10 mi N Villalba,,"DC Leber, A Schwartz",BioGeomancer 1.1.4,18.27457,-66.4925,18.260046,-66.0046,8046,11
"KU,2 km S Las Vegas,1961",1961,2 km S Las Vegas,,"DC Leber, A Schwartz",BioGeomancer 1.1.4,18.16915,-67.03111,18.16915,-67.03111,1000,10
"KU,8.5 mi N Sabana Grande,1961",1961,8.5 mi N Sabana Grande,,"DC Leber, A Schwartz",BioGeomancer 1.1.4,18.20332,-66.96083,18.200408,-66.958265,1000,9
"KU,2 mi N Ponce,1961",1961,2 mi N Ponce,,"DC Leber, A Schwartz",Google Earth; Tele Atlas 2007,18.05663,-66.61777,18.040453,-66.614007,1000,8
"KU,3 mi S Ensenada,1961",1961,3 mi S Ensenada,,"DC Leber, A Schwartz",BioGeomancer 1.1.4,17.96317,-66.93522,17.93578,-66.940724,1000,7
"KU,3.5 mi SW Aguas Buenas,1961",1961,3.5 mi SW Aguas Buenas,,"DC Leber, A Schwartz",BioGeomancer 1.1.4,18.2229,-66.141,18.220571,-66.159655,2000,7
"KU,2 mi N Cabo Rojo lighthouse, Bahia Sucia E shore,1961",1961,"2 mi N Cabo Rojo lighthouse, Bahia Sucia E shore",,"DC Leber, A Schwartz",Google Earth; Tele Atlas 2007,17.9578,-67.1889,17.9578,-67.1889,1600,4
"KU,1 mi W Guanica,1961",1961,1 mi W Guanica,,"DC Leber, A Schwartz",Google Earth; Tele Atlas 2007,17.9734,-66.9302,17.9734,-66.9302,800,2
"KU,2.5 mi SW Yabucoa,1962",1962,2.5 mi SW Yabucoa,,"DC Leber, A Schwartz, RF Klinikowsk",Google Earth; Tele Atlas 2007,18.0211,-65.9068,18.020155,-65.900336,2011,19
"KU,ca 1.5 mi SW Aguadilla,1964",1964,ca 1.5 mi SW Aguadilla,,"DC Leber, R Thomas",BioGeomancer 1.1.4,18.41142,-67.16466,NA,NA,NA,2
"KU,2 km S El Verde,1962",1962,2 km S El Verde,,"DC Leber, RF Klinikowski",Alexandria Digital Library Gazetteer,18.32249,-65.82583,18.32249,-65.82583,2500,3
"KU,8.5 mi N Sabana Grande,1961",1961,8.5 mi N Sabana Grande,,"DC Leiber, A Schwartz",BioGeomancer 1.1.4,18.20332,-66.96083,18.200408,-66.958265,1500,8
"LACM,2.5 mi SW Vabucoa,1962",1962,2.5 mi SW Vabucoa,Puerto Rico | - | - | 2.5 mi SW Vabucoa,"DR Paulson, RFK",,18.0211,-65.9068,18.020155,-65.900336,2011,6
"MCZ,Finca de Levins,near Rubias,1969",1969,"Finca de Levins,near Rubias","Puerto Rico:Finca de Levins,near Rubias","Dr. Alan Ross Kiester, T. Preston Webster",,NA,NA,NA,NA,NA,4
"MCZ,Puerto Rico:Mayaguez,1959",1959,Puerto Rico:Mayaguez,Puerto Rico:Mayaguez,Dr. Austin Stanley Rand,,NA,NA,18.301346,-67.145152,5000,243
"MCZ,Puerto Rico:Maricao,1959",1959,Puerto Rico:Maricao,Puerto Rico:Maricao,Dr. Austin Stanley Rand,,NA,NA,18.180833,-66.98,5000,109
"MCZ,Puerto Rico:Punta Santiago,1959",1959,Puerto Rico:Punta Santiago,Puerto Rico:Punta Santiago,Dr. Austin Stanley Rand,,NA,NA,18.165405,-65.752034,1000,92
"MCZ,Puerto Rico:La Parguera,1959",1959,Puerto Rico:La Parguera,Puerto Rico:La Parguera,Dr. Austin Stanley Rand,,NA,NA,17.9775644,-67.0480777,1000,73
"MCZ,Puerto Rico:Maricao Insular Forest,1959",1959,Puerto Rico:Maricao Insular Forest,Puerto Rico:Maricao Insular Forest,Dr. Austin Stanley Rand,,NA,NA,18.121836,-66.974815,3100,33
"MCZ,Puerto Rico:Mayaguez,1960",1960,Puerto Rico:Mayaguez,Puerto Rico:Mayaguez,Dr. Austin Stanley Rand,,NA,NA,18.19988,-67.142081,2500,19
"MCZ,Puerto Rico:top of El Yunque Luquillo Mtns,1959",1959,Puerto Rico:top of El Yunque Luquillo Mtns,Puerto Rico:top of El Yunque Luquillo Mtns,Dr. Austin Stanley Rand,,NA,NA,NA,NA,NA,9
